Date,Close,High,Low,Open,Volume,SMA_14,EMA_14,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,MACD,MACD_Signal,Rolling_Std_14,Close_Lag1,Rolling_Mean_7
2020-09-18,74.93000030517578,77.4000015258789,73.8499984741211,77.0,51082900.0,81.33285849434989,79.6322396752621,35.042252867308534,82.3635009765625,5.070908584206298,92.5053181449751,72.2216838081499,-2.2188848399972017,-1.2853291972662002,5.748657677241523,76.55000305175781,77.18428693498883
2020-09-21,77.94000244140625,77.9800033569336,73.87999725341797,74.2300033569336,61312000.0,80.41285869053432,79.40660804408131,30.625763885940145,82.07000122070312,5.152006805288679,92.37401483128048,71.76598761012576,-2.150470435074581,-1.4583574448278767,5.10857405411855,74.93000030517578,77.03571537562779
2020-09-22,77.69999694824219,78.79000091552734,75.2699966430664,78.36000061035156,56044700.0,79.37857273646763,79.17905989796944,27.45953418439514,81.8010009765625,5.236259823247377,92.27352062305727,71.32848133006775,-2.091508357338313,-1.584987627329964,3.8549210131608964,77.94000244140625,77.23000117710659
2020-09-23,74.7300033569336,77.91000366210938,74.33999633789062,77.38999938964844,42327500.0,78.27214431762695,78.58585235916466,26.622408672405243,81.22000122070312,5.348410174859978,91.91682157042308,70.52318087098317,-2.258400709901906,-1.7196702438443525,2.4825461508378135,77.69999694824219,76.77714429582868
2020-09-24,75.81999969482422,77.25,73.9000015258789,74.54000091552734,57540900.0,77.79214423043388,78.21707200391927,37.339866132053444,80.71000137329102,5.352925418133764,91.41585220955855,70.00415053702349,-2.276468791538477,-1.8310299533831775,2.2307686192214065,74.7300033569336,76.33285849434989
2020-09-25,78.05999755859375,78.19999694824219,74.66999816894531,76.3499984741211,48206200.0,77.51000104631696,78.19612874454253,43.00884334359137,80.42300109863281,5.332370988405839,91.0877430754445,69.75825912182113,-2.0859927433856598,-1.882022511383674,1.8781993308986027,75.81999969482422,76.53285762241909
2020-09-28,79.4800033569336,79.56999969482422,77.5199966430664,79.12000274658203,48005500.0,77.56642968314034,78.36731202619467,51.49905218937451,80.1195011138916,5.196204473614407,90.51191006112042,69.72709216666279,-1.7997105594281493,-1.8655601209925692,1.927596202973123,78.05999755859375,76.95142909458706
2020-09-29,81.7699966430664,82.55000305175781,79.30000305175781,79.30000305175781,61568900.0,77.55642918178013,78.82100330844423,49.724612535194396,79.66700096130371,4.571874057470369,88.81074907624445,70.52325284636298,-1.3722283519132077,-1.7668937671766969,1.9035410871832854,79.4800033569336,77.92857142857143
2020-09-30,81.98999786376953,82.94000244140625,80.66000366210938,81.75,51533700.0,77.77142878941127,79.24353591582094,56.62702249444509,79.15750083923339,3.5597750527051026,86.2770509446436,72.03795073382318,-1.0041185095942495,-1.6143387156602076,2.2203241777435885,81.7699966430664,78.50714220319476
2020-10-02,81.80000305175781,84.6500015258789,81.66000366210938,82.58000183105469,52855100.0,78.65857206072126,80.23341189864718,57.97872821961922,78.85250091552734,2.7586092143153893,84.36971934415813,73.33528248689656,-0.29971246096955895,-1.1691711627690131,3.0061644303248913,84.86000061035156,80.53999982561383
