Date,Close,High,Low,Open,Volume,SMA_14,EMA_14,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,MACD,MACD_Signal,Rolling_Std_14,Close_Lag1,Rolling_Mean_7
2020-10-07,257.72174072265625,258.47511854573065,250.00930639689705,250.00930639689705,4963200.0,245.0158963884626,247.3217481888854,63.67017653004827,245.08394470214844,5.414965542440414,255.91387578702927,234.25401361726762,1.6522413364130273,0.29705029963501905,6.2131722895123085,247.9671630859375,249.4881373814174
2020-10-08,257.9596252441406,262.32139901744466,254.8468860305048,261.9050642483853,4150400.0,246.25079018729073,248.74013179625277,65.85454044753516,245.69954986572264,6.134463989889383,257.9684778455014,233.43062188594388,2.3428001366447404,0.7062002670369634,6.956784827672575,257.72174072265625,251.29657854352678
2020-10-09,263.6695861816406,263.7389551375288,259.2284906328662,260.6163235379556,4225000.0,247.73280443464006,250.7307257143045,67.89194259015883,246.83361206054687,7.218419813648443,261.2704516878438,232.39677243325,3.3126331160383415,1.227486836837239,8.277585657046103,257.9596252441406,253.37267412458147
2020-10-12,264.7501220703125,267.65466356619265,262.9855851280128,267.65466356619265,4317000.0,249.09869275774275,252.59997856177225,66.96568977841318,247.8462387084961,8.223977078171112,264.2941928648383,231.39828455215385,4.120919559775928,1.8061733814249767,9.40449146889878,263.6695861816406,255.3014875139509
2020-10-13,264.5122375488281,266.45523430227496,261.9348459721044,264.10582552899496,3713200.0,251.28241838727678,254.18827976004638,84.03980848055599,248.59716033935547,9.028625697238422,266.6544117338323,230.53990894487862,4.688253825266429,2.3825894701932673,9.16015852418866,264.7501220703125,257.98936680385043
2020-10-14,259.5556030273437,267.81326150751835,256.5023707274602,267.6546477156106,5129500.0,253.0016381399972,254.90392286235272,74.90763405812311,249.15378112792968,9.354611086749868,267.8630033014294,230.44455895442994,4.683918044945244,2.8428551851436628,8.172966253110049,264.5122375488281,259.44801112583707
2020-10-15,255.4813232421875,258.25698901520224,251.8134662196374,255.86791978620224,5256800.0,254.06234196254186,254.98090957966403,65.71546038289398,249.80755233764648,9.315018331621657,268.4375890008898,231.17751567440317,4.302129310607711,3.1347100102364727,7.368030637147223,259.5556030273437,260.5214625767299
2020-10-16,256.3040771484375,260.23959270516326,256.24460076239006,256.9880858404681,3092300.0,254.9035382952009,255.15733192216715,63.3302877631986,250.589200592041,9.162660432023339,268.9145214560877,232.26387972799432,4.0196127584417525,3.311690559877529,6.849731707678759,255.4813232421875,260.3189392089844
2020-10-19,252.79489135742188,259.2087070832605,252.28932683553796,257.50364637549035,3242300.0,255.43884931291853,254.8423398468678,57.98820513821392,251.0828758239746,8.992183667594507,269.06724315916364,233.0985084887856,3.4725252797299504,3.3438575038480134,6.313365966843746,256.3040771484375,259.5811200823103
2020-10-21,252.02163696289065,256.06619802002086,249.6623210242478,254.22236935737104,2794000.0,255.8233380998884,254.33962169939042,50.88594395962563,252.3928970336914,7.901854250743653,268.1966055351787,236.5891885322041,2.6001887845213787,3.1529447131199593,6.0342564374256815,253.74655151367188,256.3451886858259
