Date,Close,High,Low,Open,Volume,SMA_14,EMA_14,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,MACD,MACD_Signal,Rolling_Std_14,Close_Lag1,Rolling_Mean_7
2020-09-18,251.1521759033203,257.7857972305984,248.6857112210521,256.9901438807881,28130800.0,273.784426007952,267.9392815156222,23.426819019781092,276.68309631347654,15.32284953082763,307.3287953751318,246.0373972518213,-3.9447985653529827,-0.09377236739742001,15.326131396438889,253.4296722412109,262.01114763532365
2020-09-21,246.79605102539065,248.5862329957065,242.79799566314253,246.189378668104,24709400.0,270.5841260637556,265.1201841169247,22.29739266292556,275.74524078369143,16.563709867697177,308.8726605190858,242.61782104829706,-5.243087649979657,-1.1236354239138675,15.983539276096803,251.1521759033203,259.1781223842076
2020-09-22,253.3600616455078,253.92695895974708,246.8656911125628,251.9279159837831,30293100.0,267.6935566493443,263.5521677874025,26.251920945428395,274.91778030395506,17.268951595077755,309.4556834941106,240.37987711379955,-5.67689064231331,-2.034286467593756,15.090928360988212,246.79605102539065,257.4930877685547
2020-09-23,247.66131591796875,256.58236036812747,246.79605244162207,253.86725988329653,19641300.0,263.894399370466,261.43338753814464,18.295018947993412,273.3364540100098,18.26691379326917,309.8702815965481,236.80262642347145,-6.406671669930404,-2.9087635080610856,12.589593099548466,253.3600616455078,255.0592978341239
2020-09-24,248.1685333251953,250.8637539189993,244.27986310971525,245.1550665808608,20006800.0,260.9398934500558,259.6647403097514,21.69595145868479,270.6322906494141,17.75713293044876,306.1465565103116,235.11802478851655,-6.864965141476375,-3.7000038347441437,10.842582042876764,247.66131591796875,251.80713762555803
2020-09-25,253.4296722412109,254.35459074146863,245.26446052003635,248.0392311963443,18351300.0,258.9571980067662,258.8333979006127,30.169116151336965,268.7227668762207,17.43184313077708,303.58645313777487,233.85908061466654,-6.726101763871782,-4.305223420569671,9.280695562404485,248.1685333251953,250.5710688999721
2020-09-28,255.4187469482422,258.1835775084611,253.4296593408597,257.9846566072956,18826300.0,257.9384983607701,258.3781111069633,38.20722090877456,266.8908172607422,16.762849220987626,300.41651570271745,233.36511881876697,-6.381982311753234,-4.720575198806384,8.782452240724147,253.4296722412109,250.85522242954798
2020-09-29,260.36163330078125,261.8932089200155,255.49829948675043,256.403337998699,20200200.0,257.09100341796875,258.6425807328057,40.56319834249771,265.3288864135742,15.764969112929833,296.85882463943386,233.79894818771453,-5.645339586822445,-4.905528076409596,7.8170248830334295,255.4187469482422,252.17085920061385
2020-09-30,260.4710693359375,264.6282560005063,258.68090226395384,260.5506498530909,20142500.0,256.6512778145926,258.8863792132233,44.635184572522135,263.6610382080078,14.28638185545315,292.23380191891414,235.0882744971015,-4.995133556373389,-4.923449172402355,7.401427431264399,260.36163330078125,254.12443324497767
2020-10-02,258.521728515625,263.7032934300981,257.76586548395323,259.7847882675934,16367600.0,256.21155221121654,259.56447451659534,45.37741055137865,260.3268310546875,9.267970407463087,278.86277186961365,241.79089023976132,-3.8003697388224964,-4.559645419679905,7.063115635423041,265.1752624511719,257.36380658830916
2020-10-05,263.2060546875,263.42485557419246,259.4168446028827,260.7694401800014,12822300.0,255.65958077566964,260.0500185393826,44.078663987133,259.4277633666992,7.9105859102415526,275.2489351871823,243.6065915462161,-3.1850412165899797,-4.28472457906192,6.053963599326054,258.521728515625,259.51202392578125
2020-10-06,257.24871826171875,264.2403603778226,256.83099648638574,260.35169024623855,18696900.0,255.3143354143415,259.6765118356941,46.12444680223182,258.8061721801758,7.542410878652618,273.890993937481,243.72135042287056,-3.14187857112438,-4.056155377474412,5.791660962975122,263.2060546875,260.05760192871094
2020-10-07,256.7116394042969,258.760397193074,253.4296570225656,257.79568849827564,23133400.0,255.54876164027624,259.2811955115078,53.025267219958835,258.0304260253906,6.856099185033996,271.7426243954586,244.31822765532263,-3.115100697108062,-3.8679444414011424,5.775908195114998,257.24871826171875,260.2423008510045
2020-10-08,262.3209228515625,263.1762160829404,257.7360594439978,258.3327918862306,16312800.0,256.34652927943637,259.68649249018176,59.699405941118876,257.8151107788086,6.635994250296924,271.0870992794025,244.54312227821478,-2.6111569516198756,-3.616586943444889,5.89208489718411,256.7116394042969,260.52219935825894
2020-10-09,263.00714111328125,263.3054921367474,260.7395822817272,263.07673611804296,14107800.0,257.5044642857143,260.1292456399284,65.03686715256725,257.70770263671875,6.527431940659478,270.7625665180377,244.65283875539978,-2.1318313985034365,-3.319635834456599,5.446928309258254,262.3209228515625,260.8844953264509
