Close_tech,High,Low,Open,Volume,SMA_14,EMA_14,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,MACD,MACD_Signal,Rolling_Std_14,Close_Lag1,Rolling_Mean_7,Close_sent,mean_compound,positive_ratio,negative_ratio,neutral_ratio
-0.7689471020307419,-0.8143049646212303,-0.8024113305066547,-0.8092303764748465,1.7975093648000924,-0.8219362041116581,-0.8158706890678934,0.20189871608903937,-0.8205315247766947,-0.8082269383160325,-0.8369981706560045,-0.7986273558661361,-0.08006522633432579,-0.15103280893153032,-0.6517112810795824,-0.8185230958321431,-0.808098414784197,-0.8070752028270719,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.7695736126186179,-0.8091969394986025,-0.799583612920202,-0.7993319251159835,1.3986069575525355,-0.8183864833204014,-0.8148119192364014,0.540157806097789,-0.8200777101928519,-0.8029182726314172,-0.8361354500386723,-0.7986391487537776,-0.07213803846827295,-0.13633148656848842,-0.7137036254437985,-0.8068509699282648,-0.8073324663043969,-0.8077435700465284,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.7581829130597538,-0.8055913190323128,-0.7975550591839251,-0.8052224951796686,1.9066304341752578,-0.8153781704274046,-0.8122626462997619,0.4537458721610997,-0.8185537538067973,-0.7844689048175628,-0.8331871684135034,-0.7987368000449215,-0.042600299447273504,-0.11827998363225174,-0.7095728849590333,-0.8075197018653298,-0.806322838906011,-0.7955918676824335,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.7158662660827482,-0.7564338290523015,-0.770752986636131,-0.7761950344299435,6.074700884704574,-0.8098811345838854,-0.8039915850165469,0.8045239881306454,-0.8157817988975735,-0.6620281758911065,-0.8205151942912738,-0.8072053627047703,0.06964809151895167,-0.07993402898143996,-0.5316924732783086,-0.7953613685060325,-0.7996992779399157,-0.7504480820480479,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.7346609136542258,-0.7551717291143015,-0.7684783695804837,-0.7445562089118222,6.734089982588016,-0.8037771890307274,-0.799515590431008,0.9544264132631677,-0.8140769241883632,-0.6163215791208505,-0.8151555176458728,-0.8096528428948498,0.11477056315957745,-0.03964784904974015,-0.5717958682292704,-0.7501929486091383,-0.792666627207851,-0.7704983838004918,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.7341484034243007,-0.7693541907374358,-0.7686628823917813,-0.7704866801038655,3.4043297152073038,-0.7981142394653646,-0.7955629800711317,0.9022419038834076,-0.811298841264684,-0.5769594513062277,-0.8093097652488261,-0.810365348316393,0.14806364565985458,-0.00032871090486848354,-0.6281490711713226,-0.7702541914997656,-0.788584570119653,-0.7699516332044973,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.7368822231367727,-0.7803515566452592,-0.7776993853691966,-0.784332427172315,2.266170023674781,-0.7944335355987885,-0.7925289932285207,0.6019387471799238,-0.8081190703605001,-0.5602072860897781,-0.8049461335166781,-0.8085409356492083,0.16476902060810772,0.034684226110701516,-0.6359167937463668,-0.7697071425504647,-0.7820132265523044,-0.7728680970521636,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.746507346618973,-0.7782481256108096,-0.7736421382787865,-0.7687862764794222,2.3507307233250843,-0.7926608566562814,-0.7912782986288738,0.20899254110090945,-0.8043842932679963,-0.6016973093298983,-0.8048508658200005,-0.8006925365962516,0.15355518295674322,0.06030644339358696,-0.6389762513640747,-0.7726251978671451,-0.7785839449753583,-0.7831362667259342,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.7638212403247171,-0.7850388485357928,-0.7930059647009718,-0.7768022159155841,2.5072124667864775,-0.791835633830439,-0.7926745097328002,-0.010201033205428586,-0.8025751581370231,-0.6263827669239197,-0.8051819787284326,-0.7964628249667289,0.10415745411779728,0.07028432947804875,-0.6554904593792468,-0.7828989707215899,-0.777704857660491,-0.8016068867250417,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
-0.7587523787976678,-0.7953150608661413,-0.7881496898782562,-0.7967813931825386,1.5915817172709725,-0.7910584577664335,-0.7931253876901405,-0.1718550233779659,-0.797837702716988,-0.7143732839388495,-0.8079691018868972,-0.7832088449404907,0.05238371971532316,0.06968986212885687,-0.6613335019226808,-0.7920786456774325,-0.7837887887770979,-0.7961993789347424,-0.4074752423059223,-0.40823663903570384,-0.40802124257491146,-0.40824454221877904
