Date,Close,High,Low,Open,Volume,SMA_14,EMA_14,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,MACD,MACD_Signal,Rolling_Std_14,Close_Lag1,Rolling_Mean_7,NextDay_Return,Return_Label
2020-10-07,141.76666259765625,143.3000030517578,137.9499969482422,139.9566650390625,129383100.0,140.20833151681083,139.42330776373933,50.40003650672192,139.45633125305176,8.042141059155105,155.54061337136196,123.37204913474154,3.3132569162704044,3.650902950545739,6.623629362762948,137.9933319091797,141.72809273856026,0.0014577830589765917,1
2020-10-08,141.97332763671875,146.3333282470703,141.76666259765625,146.14666748046875,121263300.0,139.82190268380302,139.76331041346992,46.23660547864477,140.36599769592286,7.155721427139321,154.6774405502015,126.05455484164422,3.2356644961699037,3.567855259670572,6.323862410243296,141.76666259765625,142.05428205217635,0.01897077543397918,1
2020-10-09,144.6666717529297,144.8633270263672,142.15333557128906,143.3766632080078,86777100.0,139.45547485351562,140.4170919253979,46.44524186489807,141.3873313903809,6.11498638016684,153.61730415071457,129.15735863004718,3.3528527062599096,3.52485474898844,5.830834948571067,141.97332763671875,142.29190281459265,0.01912439516394837,1
2020-10-12,147.43333435058594,149.5800018310547,146.19332885742188,147.3333282470703,116373300.0,139.88571275983537,141.35259091542298,54.52632433499743,141.76533126831055,6.248673139826756,154.26267754796405,129.26798498865705,3.627160112767285,3.5453158217442087,6.196878027089382,144.6666717529297,142.01285443987166,0.009834932884270176,1
2020-10-13,148.88333129882812,149.6300048828125,145.53334045410156,147.78334045410156,103391100.0,141.46404593331474,142.35668963321032,70.70397936188725,141.7134979248047,6.181406765554496,154.0763114559137,129.3506843936957,3.916407437238036,3.6195341448429743,5.361637969697386,147.43333435058594,143.51571219308036,0.032799718116372834,1
2020-10-14,153.76666259765625,155.3000030517578,149.11666870117188,149.92666625976562,143639100.0,143.2142835344587,143.87801936180313,71.96820086337895,142.0391647338867,6.6429777087169954,155.3251201513207,128.7532093164527,4.48794778153345,3.7932168721810697,5.063622277762099,148.88333129882812,145.21190316336495,-0.02692390743031925,0
2020-10-15,149.6266632080078,152.19000244140625,147.5,150.10333251953125,107017200.0,144.20333099365234,144.64450520796376,62.96666223706377,142.4633316040039,6.850367485214046,156.164066574432,128.7625966335758,4.554334734937896,3.9454404447324354,4.847509530433945,153.76666259765625,146.8738076346261,-0.02051768046956881,0
2020-10-16,146.55667114257812,151.98333740234375,146.28334045410156,151.47999572753906,98327700.0,144.6430936540876,144.89946066591233,55.937772618586514,142.4219985961914,6.821552617670766,156.06510383153292,128.77889336084988,4.309546402785259,4.018261636343,4.75430082569854,149.6266632080078,147.55809456961495,-0.020106014344170586,0
2020-10-19,143.61000061035156,149.0,142.9566650390625,148.74667358398438,108863400.0,144.92309352329798,144.72753265850423,53.6242585394055,142.11266555786133,6.606416264276371,155.3254980864141,128.89983302930858,3.833586995789688,3.981326708232338,4.551250564721038,146.55667114257812,147.79190499441964,-0.019009788426546992,0
2020-10-21,140.8800048828125,144.31666564941406,140.4166717529297,140.89999389648438,97111500.0,144.14714159284318,143.74296231228348,41.0606685966244,142.77916564941407,5.566129558728498,153.91142476687105,131.6469065319571,2.651377866366886,3.5872215431134724,4.573135439793528,140.64666748046875,146.28142874581474,0.007453064711647084,1
2020-10-22,141.92999267578125,148.41000366210938,141.50332641601562,147.30667114257812,119979600.0,144.4019034249442,143.5012330274165,54.74206855585252,143.4124984741211,4.580711311269532,152.57392109666017,134.25107585158202,2.290285425858229,3.327834319662424,4.318395079948055,140.8800048828125,145.28809465680803,-0.012118551755604834,0
2020-10-23,140.2100067138672,140.9633331298828,135.7933349609375,140.6133270263672,101151000.0,144.2816663469587,143.0624028522766,47.64877440783506,143.6339988708496,4.290105259380039,152.2142093896097,135.05378835208953,1.8440712669496409,3.031081709119867,4.415946695785319,141.92999267578125,143.35142953055245,-0.0008320996760948773,0
