Date,Close,High,Low,Open,Volume,SMA_14,EMA_14,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,MACD,MACD_Signal,Rolling_Std_14,Close_Lag1,Rolling_Mean_7,NextDay_Return,Return_Label
2020-10-07,324.58758544921875,326.525942511713,316.998900986444,317.6385623663049,1235700.0,310.02701895577565,313.65722051232194,63.40306281141944,308.93482513427733,9.280190584326911,327.49520630293114,290.3744439656235,3.0892600653000954,1.1102845454768089,10.519858059192066,315.3512268066406,317.85313633510043,0.002003932649660811,1
2020-10-08,325.238037109375,327.92741810988804,323.55841840942475,326.56815005529245,788200.0,312.481201171875,315.201329391929,68.30566495326606,309.6709686279297,9.970419151374168,329.61180693067803,289.7301303251814,3.721821623184269,1.6325919610183008,9.683853690580776,324.58758544921875,319.50643484933033,0.020358811717679837,1
2020-10-09,331.8594970703125,332.2381579228475,325.99532044489195,326.82058184752555,846800.0,314.88429478236606,317.4224184157134,68.06225575361422,310.9993850708008,11.065903632511835,333.13119233582444,288.8675778057771,4.70321199592405,2.246715967999451,10.039464337165272,325.238037109375,321.7498343331473,0.02668163274164237,1
2020-10-12,340.71405029296875,343.6752793521624,332.2478975090137,335.1314388602818,1571000.0,317.2566593715123,320.5279693326808,67.91403976182806,312.61012878417966,12.87889055917249,338.3679099025246,286.8523476658347,6.1248558556224,3.0223439455240406,11.91040208921749,331.8594970703125,324.4094456263951,-0.003818704936478179,0
2020-10-13,339.4129638671875,343.44214588953315,337.3935284866217,342.403317539136,1118700.0,320.3910435267857,323.0459686039484,76.74615772942491,313.9542297363281,14.204714135332477,342.36365800699303,285.5448014656632,7.065090095145649,3.8308931754483626,11.520989938680028,340.71405029296875,328.33003888811385,-0.012271482061852135,0
2020-10-14,335.24786376953125,341.2576673275141,331.2963691901689,341.2576673275141,896400.0,322.9745526994978,324.6728879593594,71.88063543732846,315.5305679321289,14.748254545528669,345.0270770231863,286.0340588410716,7.3889683081199,4.54250820198267,10.372296949477803,339.4129638671875,330.3444606236049,-0.0096436161371245,0
2020-10-15,332.0148620605469,333.1896292758528,328.1604321311179,331.3546647518771,790000.0,324.6410914829799,325.6518178395177,65.29347187704543,317.24327697753904,14.5638428667777,346.3709627110944,288.11559124398366,7.3006110075041875,5.094128763086975,9.75548755310251,335.24786376953125,332.72497994559154,-0.002397912470496033,0
2020-10-16,331.2187194824219,336.72367220287293,331.0245594933096,333.7721618541137,790000.0,325.76271057128906,326.39407139190496,61.1774166850226,319.26023864746094,13.472986027183902,346.20621070182875,292.3142665930931,7.084677406686978,5.492238491806976,9.525635144978684,332.0148620605469,333.6722848074777,-0.01723592891612058,0
2020-10-19,325.5098571777344,334.209041620723,324.3253717298241,333.32552931186444,822700.0,326.6087755475725,326.27617616334885,57.99245344561738,320.62492218017576,12.582075965375706,345.7890741109272,295.46077024942434,6.379353775966933,5.6696615486389685,8.872069069348825,331.2187194824219,333.7111162458147,-0.007396936915466612,0
2020-10-21,323.1020812988281,326.8788231980081,321.66515525613056,325.91765279932144,816800.0,327.29603358677457,325.67914796929034,50.73836749551268,322.8669998168945,10.584860455081586,344.0367207270577,301.69727890673136,4.961049464717348,5.532023756871562,8.333020849323228,324.7720031738281,330.18262154715404,-0.002914594118353264,0
