Date,Close,High,Low,Open,Volume,SMA_14,EMA_14,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,MACD,MACD_Signal,Rolling_Std_14,Close_Lag1,Rolling_Mean_7,NextDay_Return,Return_Label
2020-10-07,86.69000244140625,87.79000091552734,85.6500015258789,86.0999984741211,43045700.0,80.45714351109096,81.87204210544303,67.32741164267728,79.58800086975097,3.704716437700714,86.99743374515239,72.17856799434955,1.7881763620889473,0.8254309980889962,4.09684427733133,84.4800033569336,83.96285792759487,-0.0020763675176667107,0
2020-10-08,86.51000213623047,88.72000122070312,85.94999694824219,88.11000061035156,54240700.0,81.28428649902344,82.4904367762147,70.81237443170318,79.96450080871583,4.009744382641448,87.98398957399873,71.94501204343292,1.992116144393876,1.0587680273499722,4.063942739106385,86.69000244140625,84.64000156947544,-0.039417449750371314,0
2020-10-09,83.0999984741211,85.75,82.3499984741211,84.73999786376953,80354400.0,81.65285764421735,82.5717116692689,59.14244720860613,80.30250091552735,3.972884288159623,88.2482694918466,72.3567323392081,1.8571727626765693,1.2184489744152915,3.97021551535806,86.51000213623047,84.79857308523995,0.014320125911637005,1
2020-10-12,84.29000091552734,85.12999725341797,83.12000274658203,83.6500015258789,47669700.0,82.12357221330915,82.80081690210335,61.295862366410354,80.62200088500977,4.0260920721670415,88.67418502934385,72.56981674067569,1.8252124986777147,1.3398016792677765,3.854481429482437,83.0999984741211,84.71714455740792,0.011745140028669221,1
2020-10-13,85.27999877929688,86.08999633789062,83.97000122070312,84.86000061035156,42764100.0,82.87714331490653,83.13137448572915,69.40051017902844,80.93950080871582,4.134558364296554,89.20861753730892,72.67038408012272,1.858346451928881,1.4435106337999972,3.2873808692442887,84.29000091552734,85.21428680419922,-0.012546900916278858,0
2020-10-14,84.20999908447266,85.95999908447266,83.45999908447266,85.86000061035156,40403000.0,83.4764289855957,83.27519109889496,65.43982325188011,81.31700057983399,4.067385207436215,89.45177099470642,73.18223016496155,1.7777722635564288,1.5103629597512835,2.5934024391764594,85.27999877929688,84.93714359828404,-0.012825102040095238,0
2020-10-15,83.12999725341797,84.72000122070312,82.41999816894531,83.4000015258789,33696400.0,83.83857182094029,83.25583191949804,59.746250054631865,81.646000289917,3.925132927073908,89.49626614406482,73.79573443576918,1.6082308329975064,1.529936534400528,2.0825426808223706,84.20999908447266,84.7442855834961,0.0004811850938164497,1
2020-10-16,83.16999816894531,83.98999786376953,82.41000366210938,83.54000091552734,31474300.0,84.10214287894112,83.24438741942434,57.49085510251052,82.05800018310546,3.602263447139052,89.26252707738357,74.85347328882736,1.460262767182897,1.516001780957002,1.6838163627010525,83.12999725341797,84.24142783028739,-0.014067550735887502,0
2020-10-19,82.0,84.6500015258789,81.52999877929688,83.62000274658203,36689100.0,84.11857169015067,83.07846909683444,50.48916064660654,82.26100006103516,3.469953863799916,89.20090778863499,75.32109233343533,1.2343590124871184,1.4596732272630253,1.6602689309299608,83.16999816894531,83.59714181082589,-0.03414637867997328,0
2020-10-21,79.19999694824219,81.93000030517578,79.19000244140625,81.72000122070312,36426400.0,83.68357140677315,82.38587165482542,37.8122235905335,82.67749977111816,2.8804610391574506,88.43842184943307,76.91657769280326,0.6312621948039805,1.221755658338391,2.1275372228137583,81.55999755859375,82.64999825613839,0.0027777932977308684,1
2020-10-22,79.41999816894531,80.81999969482422,78.41999816894531,79.6500015258789,38006800.0,83.51357105800084,81.99042185670808,44.16093151964924,82.85749969482421,2.519211134933439,87.8959219646911,77.81907742495733,0.3462949032246456,1.046663507315642,2.370800182900015,79.19999694824219,81.81285531180245,0.03198188081198583,1
2020-10-23,81.95999908447266,81.98999786376953,79.33000183105469,80.93000030517578,46557700.0,83.21428516932896,81.9863654870767,38.71836082708028,83.05249977111816,2.2665885577046185,87.5856768865274,78.51932265570893,0.3217047061806397,0.9016717470886416,2.274910433653065,79.41999816894531,81.49142674037388,0.0032943420629210074,1
2020-10-26,82.2300033569336,84.97000122070312,80.86000061035156,82.55000305175781,69423700.0,83.05357088361468,82.01885053639096,43.44787932324613,83.18999977111817,2.116932920778219,87.4238656126746,78.95613392956173,0.3203115341495248,0.7853997045008184,2.2580282117844543,81.95999908447266,81.36285618373326,-0.04073946207899737,0
2020-10-27,78.87999725341797,82.37000274658203,77.56999969482422,82.0,156669500.0,82.49571337018695,81.6003367653279,28.67286601156449,83.04549980163574,2.308893592698896,87.66328698703353,78.42771261623795,0.0483327895808827,0.6379863215168313,2.2552707592170087,82.2300033569336,80.74999891008649,-0.031440109202483524,0
2020-10-28,76.4000015258789,78.95999908447266,75.76000213623047,78.7300033569336,76529900.0,81.77357046944755,80.90695873340137,25.473088728938663,82.76599998474121,2.741253678472876,88.24850734168696,77.28349262779547,-0.363141188441304,0.4377608195252042,2.4785778178741,78.87999725341797,79.9499991280692,-0.01452880351024044,0
2020-10-30,75.29000091552734,77.69999694824219,74.2300033569336,77.08999633789062,51349000.0,80.76785605294364,79.82442651613502,27.89783956238155,82.09849967956544,3.30040628140465,88.69931224237473,75.49768711675614,-0.911723111352643,0.0094779270397385,2.9578737211502943,78.0199966430664,78.88571384974888,-0.007836418649365129,0
2020-11-02,74.69999694824219,76.33999633789062,73.76000213623047,75.8499984741211,45760700.0,80.01214163643974,79.14116924041598,23.49699831587671,81.5259994506836,3.544669801544811,88.61533905377323,74.43665984759397,-1.2301139358821302,-0.2384404455446352,3.065957531126028,75.29000091552734,78.211427961077,0.08902278176110956,1
2020-11-04,81.3499984741211,81.8499984741211,78.97000122070312,80.25,66579700.0,79.33999906267438,79.13972268205046,46.36140987179751,80.86399917602539,3.395545933902023,87.65509104382943,74.07290730822135,-0.9870270701115232,-0.5604993223175198,2.802509828180796,76.58000183105469,77.31714194161552,0.02028274808639119,1
2020-11-05,83.0,83.5,81.8499984741211,83.2699966430664,46542300.0,79.32785633632115,79.65442632444373,49.673958340649584,80.68849906921386,3.171700987591518,87.0319010443969,74.34509709403082,-0.5867453849044466,-0.5657485348349052,2.7849519654411887,81.3499984741211,77.9057137625558,0.03469876208937306,1
2020-11-06,85.87999725341797,86.08999633789062,82.66999816894531,83.5199966430664,53829900.0,79.60499899727958,80.48450244830696,56.98343477020231,80.8274990081787,3.33942920032099,87.50635740882069,74.14864060753672,-0.0367044502398812,-0.4599397179159004,3.2289833232342446,83.0,79.25999886648995,-0.09187237589640729,0
2020-11-10,77.98999786376953,82.12999725341797,77.62999725341797,81.93000030517578,67137200.0,79.62999943324498,80.45644853816931,48.15941742718827,80.40449905395508,3.1606019874186964,86.72570302879247,74.08329507911769,-0.0712690781619329,-0.2806973016019845,3.3570937133367758,83.12000274658203,80.37428501674107,0.0493652850311157,1
2020-11-12,81.83999633789062,83.0,80.30000305175781,81.31999969482422,37242600.0,79.75428499494281,80.73608738377357,49.823317506158446,80.19349899291993,2.9896774542028104,86.17285390132555,74.2141440845143,0.0995339153576395,-0.159827598981296,3.3789887568342976,81.27999877929688,82.06571306501117,-0.0050097269191228255,0
