File,Missing Ratio Avg (%),Rows,Filled NA,Status
AAPL_price.csv,0.0,1255,0,Cleaned
AMD_price.csv,0.0,1255,0,Cleaned
AMZN_price.csv,0.0,1255,0,Cleaned
CRM_price.csv,0.0,1255,0,Cleaned
GOOGL_price.csv,0.0,1255,0,Cleaned
INTU_price.csv,0.0,1255,0,Cleaned
META_price.csv,0.0,1255,0,Cleaned
MSFT_price.csv,0.0,1255,0,Cleaned
NVDA_price.csv,0.0,1255,0,Cleaned
TSLA_price.csv,0.0,1255,0,Cleaned
