Date,Close,High,Low,Open,Volume
,META,META,META,META,META
2020-08-21,265.55316162109375,269.0141547751234,264.9663843949918,267.22398799552667,15538600
2020-08-24,269.9092712402344,275.73728365906857,267.30354084655573,269.59100992253883,23685600
2020-08-25,279.287841796875,281.54544565698416,268.78546001994255,270.92372346116633,42127200
2020-08-26,302.2518005371094,303.0076635140364,282.45043045037903,282.45043045037903,69015200
2020-08-27,291.6201477050781,299.5864536229766,290.4266829495857,298.52228442362065,30301300
2020-08-28,292.0577392578125,295.6082679482802,289.3923691278823,293.39042432277756,17157400
2020-08-31,291.60028076171875,295.2601949935816,289.9592590619496,292.3461886794062,17345100
2020-09-01,293.8280334472656,299.84501151691796,291.11291784757185,293.1020055203256,17295900
2020-09-02,300.8494873046875,301.9434915105543,291.45103663523827,297.2492437507988,24341400
2020-09-03,289.5315856933594,295.97624043247043,282.08246235673175,294.37500913471604,32294100
2020-09-04,281.18743896484375,287.42321898317846,269.6606775273359,285.68276696511424,30333700
2020-09-08,269.6805419921875,277.77611398868805,267.9500452259606,269.7998824104,24864000
2020-09-09,272.2265625,276.9606012629098,269.8694982700699,274.26536539185327,22918800
2020-09-10,266.62725830078125,277.63686605394025,265.57304424313634,274.0067870553653,24814700
2020-09-11,265.15533447265625,269.90928344921343,261.2070243287369,268.58652306630114,18913900
2020-09-14,264.6978454589844,275.13063131485023,264.2503189272326,269.4716742551616,24093800
2020-09-15,270.9336853027344,273.02220338694167,267.830682579734,269.1932333318458,18478500
2020-09-16,262.0821838378906,270.9535283144671,260.36164240593354,265.831633568667,29183400
2020-09-17,253.42967224121094,260.07321790378904,248.82492933955396,256.8707854788468,31281400
2020-09-18,251.15216064453125,257.7857815687826,248.68569611211348,256.99012826731234,28130800
2020-09-21,246.79605102539062,248.5862329957065,242.79799566314253,246.18937866810398,24709400
2020-09-22,253.36004638671875,253.92694366681624,246.8656762449018,251.92790081124605,30293100
2020-09-23,247.66131591796875,256.58236036812747,246.79605244162212,253.86725988329655,19641300
2020-09-24,248.1685333251953,250.86375391899932,244.27986310971525,245.15506658086082,20006800
2020-09-25,253.42967224121094,254.35459074146863,245.26446052003635,248.0392311963443,18351300
2020-09-28,255.4187774658203,258.1836083563828,253.4296896207805,257.9846874314501,18826300
2020-09-29,260.3616638183594,261.8932396171131,255.49832943428618,256.4033680523163,20200200
2020-09-30,260.4710693359375,264.6282560005063,258.68090226395384,260.5506498530909,20142500
2020-10-01,265.1752014160156,266.86590755804343,263.35516938095884,263.90218664687336,20009800
2020-10-02,258.5216979980469,263.7032623008545,257.76583505560205,259.78475760091555,16367600
2020-10-05,263.2060241699219,263.42482503124535,259.4168145246467,260.769409944938,12822300
2020-10-06,257.2486877441406,264.2403290308215,256.83096601836223,260.35165936055284,18696900
2020-10-07,256.711669921875,258.760427954206,253.4296871499855,257.7957191447242,23133400
2020-10-08,262.3209228515625,263.17621608294036,257.7360594439978,258.3327918862306,16312800
2020-10-09,263.00714111328125,263.3054921367474,260.73958228172717,263.07673611804296,14107800
2020-10-12,274.2455139160156,278.6513366468001,266.408502170784,268.72580673737434,31019300
2020-10-13,274.63336181640625,277.577203205315,271.8983661441686,276.065477081793,18063300
2020-10-14,270.3369140625,277.2290955942732,270.01865274922034,276.10525619811455,15577800
2020-10-15,265.2647399902344,267.57208903349226,262.2313933526653,266.1399434446474,15416100
2020-10-16,264.47906494140625,269.8893864493537,263.8524973976771,265.92116580716606,16622700
2020-10-19,259.9737548828125,267.0847373007935,258.4620591655533,264.0812258167801,13587000
2020-10-20,266.1001281738281,268.22846640614694,261.44567062321744,261.6246812172255,18763200
2020-10-21,277.2092590332031,281.5056660306836,274.8621194192232,278.0347171957135,28998600
2020-10-22,276.6025390625,280.90893105970304,273.5393572664263,278.34299085258226,16720000
2020-10-23,283.2361755371094,283.6837020968845,275.309659166989,277.2788367321439,17535200
2020-10-26,275.5980529785156,283.6737751587825,272.76362706808084,281.61506194611286,21322900
2020-10-27,281.7443542480469,282.9576990386886,274.80242679325124,277.23907152603005,16287200
2020-10-28,266.2095642089844,277.2688869035369,265.8017975906153,277.2688869035369,23121800
2020-10-29,279.2977294921875,282.05263531677633,272.2862076545182,275.0410831280381,32368100
2020-10-30,261.6744079589844,275.19028508086484,257.68630790927165,273.002276552765,47247800
2020-11-02,259.9339904785156,268.99430158544754,255.93593475243364,263.156333493861,27165700
2020-11-03,263.85247802734375,268.5765614359262,259.45661109427283,261.7241699163496,17961900
2020-11-04,285.8120422363281,287.36352835411554,277.09982761254304,279.46684704511097,35364400
2020-11-05,293.0721740722656,295.75745460438145,287.37345724347904,290.30734338671857,23823600
2020-11-06,291.80914306640625,292.99265279115843,286.48832688092676,292.34620529596697,13891000
2020-11-09,277.24896240234375,290.98360976322317,277.0102816042328,288.288404580994,25117700
2020-11-10,270.94354248046875,272.5049834288975,262.5595460774779,271.60990013748295,29067700
2020-11-11,274.97149658203125,276.8810037913741,270.99332115298546,271.97790985933193,14957000
2020-11-12,273.5791015625,278.2236345718425,272.93265414756024,275.6676496616713,12899500
2020-11-13,275.4389343261719,276.24451242515056,271.60993439275114,276.20472217242803,10391200
2020-11-16,277.4379577636719,277.885514658968,273.13159603241644,273.5492874736931,12970400
2020-11-17,273.49957275390625,276.1649431241236,271.7989111816274,276.1649431241236,15040300
2020-11-18,270.4861145019531,275.87655596989504,270.3568189345729,273.0221893890794,12152900
2020-11-19,271.4508056640625,271.9779126998734,267.7212661603807,269.54126808370654,12963700
2020-11-20,268.22845458984375,271.51043673967723,267.94002841149216,271.07283507289065,18114700
2020-11-23,266.9654235839844,269.47169374736603,263.0867082728848,269.41202353881624,20990800
2020-11-24,275.40911865234375,276.30420211978674,266.40847786859007,267.0250902494714,16930400
2020-11-25,274.08636474609375,278.6513178545799,271.16240309212395,276.62247004041234,12467000
2020-11-27,276.294189453125,277.60699445266533,273.3205134316018,275.87649808576765,7808400
2020-11-30,275.4588317871094,276.18485977786446,269.5313584996007,274.5239580706578,16693300
2020-12-01,284.986572265625,287.7215682771994,277.4379869158085,277.63690785708,20738900
2020-12-02,285.95123291015625,290.18799936548555,279.2977322166754,283.8030145814429,17361600
2020-12-03,280.31219482421875,285.0859932426668,279.5364518224442,284.6881817663078,12921700
2020-12-04,278.1739196777344,281.9133838167704,277.77607786733006,278.77062169120313,10880300
2020-12-07,284.0218200683594,286.91594632152646,276.6821119311391,277.66670063286153,13007700
2020-12-08,281.8537292480469,284.8671959874774,280.0138170016197,284.44950455488254,10747700
2020-12-09,276.4036560058594,286.06066884515644,270.2673067447995,282.1123283200672,25189700
2020-12-10,275.60797119140625,277.20920248145507,270.3766611253901,274.0366053521869,20065100
2020-12-11,272.0574645996094,274.9715012173214,268.775481955749,273.032128522541,14391400
2020-12-14,272.6939697265625,275.70743625720183,270.0783146497599,271.8784365180027,16376900
2020-12-15,274.04656982421875,274.57367689702494,266.01066816408576,273.3304969752111,23979500
2020-12-16,274.1659240722656,276.3439472410643,271.02316177715267,273.26088550158784,15885000
2020-12-17,272.982421875,278.90989504842014,272.1171431830537,275.5582869459176,16377800
2020-12-18,274.8918762207031,276.4831522318188,269.6605969287105,274.26530882530227,26693200
2020-12-21,271.3016357421875,273.1713831080495,266.3289163015209,271.4906015090185,16553700
2020-12-22,265.6327209472656,270.0186630949137,263.1861515037109,270.0186630949137,17312900
2020-12-23,266.6471252441406,270.68500101927134,264.7774083838562,265.4338109379099,14329000
2020-12-24,265.9410400390625,268.9246718203932,264.7476055371734,267.41297597757153,6702000
2020-12-28,275.4886779785156,275.7870290272328,264.21055307091024,267.2737351250078,23299700
2020-12-29,275.26983642578125,278.9794957891793,274.77256451733444,275.43892222912336,16383000
2020-12-30,270.38665771484375,276.56276712056376,270.22752704137156,276.4335019024981,11803800
2020-12-31,271.66961669921875,275.57816696114105,268.3378885476556,270.51594212742907,12900400
2021-01-04,267.47259521484375,273.49952783653816,263.753011348608,273.2807270002263,15106100
2021-01-05,269.4915771484375,270.91376772219445,266.7466261157305,266.82620662886364,9871600
2021-01-06,261.87335205078125,266.2891293977313,258.59136931908085,260.57050196902185,24354100
2021-01-07,267.2736511230469,270.12798654594775,263.33526676241735,264.4491507956408,15789800
2021-01-08,266.110107421875,267.4825828023573,261.74404531587913,266.846060164598,18528300
2021-01-11,255.43862915039062,262.03245948317897,254.5037555385917,259.058783196262,30412300
2021-01-12,249.72000122070312,258.3029191437673,248.93431828926543,255.22978241779586,26383500
2021-01-13,250.2670135498047,252.56440741285832,247.8403241302128,250.17750824552502,19528900
2021-01-14,244.29974365234375,253.63850952714714,243.2753647304675,252.01739824228878,29739400
2021-01-15,249.98855590820312,252.47491566414263,245.8114745533319,246.54742732874718,24942900
2021-01-19,259.6754455566406,260.76945003143254,251.3411619455999,255.49834859873488,28028500
2021-01-20,266.0206298828125,268.84513109277077,262.1617944540711,267.46270041707226,25199900
2021-01-21,271.3811340332031,272.10716185916965,266.03048408147504,267.79084585172114,20838700
2021-01-22,273.0022888183594,276.95062914573145,270.5159291752049,270.52588432611986,21954000
2021-01-25,276.4931335449219,278.57172645978835,270.0285987982877,276.6224290960255,19087000
2021-01-26,280.5110778808594,283.83288101479985,276.29422171236394,276.6224381761034,19373600
2021-01-27,270.65521240234375,281.9035023513454,266.6571261911057,280.9885085382594,35346200
2021-01-28,263.55413818359375,285.22525864800895,263.25578714872023,275.66767581660514,37758800
2021-01-29,256.9205322265625,265.10564008374257,253.4595386112542,263.8525049603663,30389500
2021-02-01,260.5804138183594,262.7286319289007,253.5191472269724,258.1039792785467,22914300
2021-02-02,265.62274169921875,267.383103629687,261.83353229281806,262.5595601848651,17320800
2021-02-03,265.19512939453125,267.7312345934927,262.4004634158818,264.1707503740769,14223400
2021-02-04,265.0360107421875,266.69691251333217,262.55960598895325,265.55319302715554,16060000
2021-02-05,266.6371765136719,267.7013455747814,264.22044256638117,265.344251471341,12454400
2021-02-08,265.12548828125,268.3875909210791,263.55412234025806,267.2836618073372,13755200
2021-02-09,267.9798583984375,271.89836368143705,264.3000339323288,264.9862716319603,14613400
2021-02-10,270.38665771484375,272.30612024616755,266.25930640958575,270.96351020006466,14687200
2021-02-11,268.91473388671875,272.08730093627383,267.0250762366379,270.4065497045275,12828600
2021-02-12,269.02410888671875,269.7003914140812,266.87589054885916,269.0439888371461,9097600
2021-02-16,272.47515869140625,275.0908136704571,268.5765337469404,269.32244157665906,15417200
2021-02-17,272.0773620605469,272.475173521168,268.1091115517414,269.7600579468347,12763200
2021-02-18,267.920166015625,270.4661956885998,264.57848310042823,268.0991766134745,15249100
2021-02-19,260.1329040527344,268.79537305652923,258.73059349006,268.38760640913557,25622600
2021-02-22,258.9095764160156,261.6346470911234,256.1248658915278,256.5425876457352,17434900
2021-02-23,264.409423828125,266.000700121143,253.56891668102358,258.0841392609938,21924600
2021-02-24,262.8678894042969,264.92660251161396,256.9802066557194,260.8986816036801,15736100
2021-02-25,253.3003692626953,265.48353112112704,252.65390667100888,260.8688332037876,19053100
2021-02-26,256.2143859863281,264.101111562024,255.07066661026906,255.07066661026906,26619500
2021-03-01,263.464599609375,265.19509609530064,256.4928379143584,259.3969191417827,22157300
2021-03-02,257.58685302734375,265.2547774898198,257.23875661520105,264.32985900837974,15191700
2021-03-03,254.0164337158203,259.56597472418355,253.7081275681928,258.8698122799886,15513500
2021-03-04,256.2342834472656,265.0359719422878,252.11685747851192,255.07065382751,31626500
2021-03-05,262.83807373046875,264.0017035057258,254.21537951033093,259.2477846416895,26820100
2021-03-08,253.9169921875,264.130946772462,253.65841624534207,264.1011116705028,18391800
2021-03-09,264.2900695800781,267.0648553841119,258.39243190985275,259.75495211061934,22039700
2021-03-10,263.4546813964844,267.50248248213643,261.43575842948763,267.1742963391978,14210300
2021-03-11,272.3856506347656,276.3837056351741,266.3587178597756,266.6471136982437,21834000
2021-03-12,266.935546875,268.2682319100201,262.5794402233745,267.67152991752437,20600200
2021-03-15,272.2563781738281,274.4543115778635,267.0350229759739,267.61184505288526,16844800
2021-03-16,277.7562561035156,280.6006678182153,273.3006879127965,274.5737030599912,22437700
2021-03-17,282.46038818359375,284.66827658543326,273.9073056201132,274.2056566131723,21315000
2021-03-18,277.09979248046875,283.6339526198746,276.7616512259835,278.3429722474302,18728300
2021-03-19,288.5271301269531,291.2024557746136,279.6657702610233,279.6856502135931,38930500
2021-03-22,291.93841552734375,298.07473419664757,285.18545416494646,288.8652786171803,28273100
2021-03-23,289.0442810058594,296.3740642487256,288.2287477729989,291.5505205556717,23000900
2021-03-24,280.6006164550781,290.1283331852225,279.6259525555279,289.41226039905837,18675000
2021-03-25,277.2191162109375,286.48827128024396,276.23452760705567,279.446914858087,24505600
2021-03-26,281.47576904296875,282.9477047603736,276.25441420995656,276.7815211981037,17629200
2021-03-29,289.2332458496094,291.58035473551547,283.146642425676,284.21078126404507,21718800
2021-03-30,286.42864990234375,290.8742624534126,285.1357549425189,288.24865192745995,17474500
2021-03-31,292.9230041503906,294.88225678387437,287.03529109891963,288.40776649256725,19498200
2021-04-01,297.0304870605469,300.75007156231,294.98172903915173,296.7718959322501,17616000
2021-04-05,307.22454833984375,309.07438535638,299.0394414215444,299.24831748553015,28237000
2021-04-06,304.5889892578125,309.65121348052617,303.5844903227812,307.15489886823303,17335200
2021-04-07,311.3817138671875,312.53538831423054,303.8331300875018,304.6685432351396,22855200
2021-04-08,311.3121032714844,314.1565144492418,308.35830683934796,313.13213550347433,20894100
2021-04-09,310.7551574707031,313.02271619524237,308.63677425085683,309.7009434361146,15988600
2021-04-12,309.8401794433594,310.44683658402226,306.2498605950288,309.352832349722,10881900
2021-04-13,308.0699462890625,312.7144495785324,307.63234451924836,310.50656077667855,14036900
2021-04-14,301.16778564453125,306.34935077167574,300.3025373233251,305.6233228113989,17421400
2021-04-15,306.1404724121094,308.447821256682,302.44076835135235,304.66853669724736,14558300
2021-04-16,304.5094299316406,307.2643358318888,302.94798879661323,306.48859283981625,13059200
2021-04-19,300.5909118652344,306.0211429286097,298.9200855462274,303.3458176476799,14553500
2021-04-20,300.9986877441406,303.43533229773595,295.58836681498093,300.3422851662202,16796400
2021-04-21,299.8251647949219,300.33239192003003,295.7674388472742,300.302556815675,14863500
2021-04-22,294.90216064453125,301.26726619496264,294.42479897399977,299.6859146081091,16375400
2021-04-23,299.48699951171875,300.93902505917043,295.5287039948607,297.12993540321145,17536800
2021-04-26,301.3865661621094,304.13148645247503,299.9146303896897,301.6849171661485,16172600
2021-04-27,301.9136657714844,303.67399735431496,299.46706619404387,302.6197833644524,15309300
2021-04-28,305.4244384765625,309.22360346773024,303.7038665991414,305.68299925244054,33907200
2021-04-29,327.7121276855469,329.99956621835713,319.855207614009,328.3187848173279,56526800
2021-04-30,323.30633544921875,328.0204944333694,322.7295133099473,324.36057996421977,26332400
2021-05-03,320.8199462890625,326.7573743710819,320.0839935420577,324.390385469702,18719500
2021-05-04,316.6229553222656,320.4320751417114,311.4115554284143,318.2739017022337,24032600
2021-05-05,313.3011779785156,319.3082310485422,312.7740709768273,316.45389518933933,15577600
2021-05-06,318.2739562988281,318.4927571903586,311.56078437591646,312.8039643616408,19012200
2021-05-07,317.3390197753906,321.17797459480585,317.0108336785227,320.621032499409,15916700
2021-05-10,304.30059814453125,312.8636065507254,303.16680353058536,312.6348808785256,24239200
2021-05-11,304.8575134277344,305.16581958131775,298.05483739691135,299.1090514093709,18920100
2021-05-12,300.8992614746094,303.2961160485254,296.56306439889505,299.4870260549704,24645500
2021-05-13,303.5944519042969,307.17478532471665,301.1180171888556,304.4099547583308,18079200
2021-05-14,314.2161865234375,315.1212250694298,307.3935999271378,307.8511119510919,19245700
2021-05-17,313.7388000488281,313.9576009137946,309.87996498545834,311.83921761913547,15401300
2021-05-18,308.2688293457031,314.7731551736581,308.11965382578785,313.8681165514093,14522400
2021-05-19,311.8789978027344,312.94316699121623,301.9136794951593,302.5302918171374,19106200
2021-05-20,316.8716125488281,317.50813520357633,311.45136658763187,311.86905802262356,17320200
2021-05-21,314.504638671875,318.1844330111426,314.08691686579175,317.5479406769587,13600900
2021-05-24,322.8587951660156,324.17160041475233,316.2947992734036,316.47380989339365,16445400
2021-05-25,326.0015563964844,327.3839566472976,323.0278494701461,325.29540836839425,16437000
2021-05-26,325.8722229003906,328.0303659348932,324.0422659631523,326.55846054573846,9686900
2021-05-27,330.9344482421875,331.9588271384061,324.9771406142717,326.210365209429,20477700
2021-05-28,326.9364318847656,331.0538279075431,326.5385900381755,329.19403564391365,12037400
2021-06-01,327.334228515625,329.6117424743207,324.8578239937377,328.34865233579166,11765900
2021-06-02,327.3541259765625,330.05928665944094,325.33520302820233,328.5774259274586,11654300
2021-06-03,324.2611083984375,325.59379361002675,321.7150783895696,324.00251726671644,12610800
2021-06-04,328.54754638671875,330.6460192105714,323.4057416490604,324.12181439035567,13289400
2021-06-07,334.7435607910156,335.84752026393244,327.1353062925299,327.68232362902614,20136700
2021-06-08,331.8594055175781,336.4541935382482,330.4272598551522,334.86294755872746,14580500
2021-06-09,328.4481201171875,334.96237046507883,328.1994841443509,333.9081563683372,13727900
2021-06-10,330.6460266113281,332.11796237667755,326.7573566716644,328.98515544504045,13240200
2021-06-11,329.4526062011719,331.0140169823558,327.13530202888313,330.76538101929896,13587900
2021-06-14,334.9325256347656,334.9822710385307,328.0105088503334,330.08910188074947,12250800
2021-06-15,334.91265869140625,338.0653762123268,333.20204196749194,335.1513395153246,15795200
2021-06-16,329.2735595703125,335.7082593974498,326.9264506879906,334.8629214184705,17232200
2021-06-17,334.6739501953125,336.1359308230724,328.34863572483755,328.6867769811201,17794100
2021-06-18,327.8613586425781,334.31593909571734,327.2049560005699,332.70478277036636,23039500
2021-06-21,330.4770202636719,331.10358781331064,325.86232173057374,329.28355537378155,11337500
2021-06-22,337.1802062988281,338.065364909717,330.7852965128913,330.8748018188682,15345300
2021-06-23,338.731689453125,341.54626557201067,336.3547454115595,337.4984647797305,14817800
2021-06-24,341.30755615234375,343.01817281341425,339.92515596317435,339.9848261669618,12329100
2021-06-25,339.5074157714844,342.2424112506596,337.82663430346935,340.72076043447026,14594400
2021-06-28,353.6996154785156,356.1859752869596,339.9052657663683,340.59150350158455,29156100
2021-06-29,349.9700622558594,354.7935758171797,347.14553091356,354.326138977194,21417300
2021-06-30,345.8128662109375,350.99446201106565,345.27583433404135,350.2485540531929,15107500
2021-07-01,352.4564208984375,352.7348919713452,344.609455101212,344.9277164276981,17137000
2021-07-02,352.7647399902344,354.49523669587467,350.69607164340135,353.16255148737247,11521300
2021-07-06,350.8551940917969,356.83241261356216,347.2748299992996,354.5548985955322,13488500
2021-07-07,348.57763671875,354.54489934703196,348.09031998311514,353.3216299329172,14218900
2021-07-08,343.76409912109375,346.4294695365695,340.69096205718694,343.84367963111873,14406500
2021-07-09,348.5080871582031,348.79648303673457,343.3861617869712,343.43590719266604,13018700
2021-07-12,351.233154296875,352.25753337837625,347.7323704268386,349.31369170695757,10018600
2021-07-13,350.1689453125,356.53401996968415,346.89688750277224,349.5821680750714,11456000
2021-07-14,345.7332763671875,353.2619804421077,344.83819299069097,352.62545782260054,13894200
2021-07-15,342.58056640625,347.3245600000535,338.3637101904866,347.3245600000535,14781600
2021-07-16,339.298583984375,344.10221743214686,338.2841601823362,343.02812342710985,11026100
2021-07-19,335.1115417480469,337.93604246587023,332.7146875751149,335.72815404087953,14372300
2021-07-20,339.79583740234375,341.5760792976772,332.6749001720778,336.9514263597222,11024300
2021-07-21,344.3409423828125,344.62933825849467,339.3881028781611,339.63673885096557,9279700
2021-07-22,349.2738952636719,349.62199171941126,343.3265114646047,344.7884922978518,12385400
2021-07-23,367.7723693847656,373.28212032009475,355.2411111250132,358.9408153664436,33694300
2021-07-26,370.4277648925781,372.3969724879038,366.2109090108228,367.5634739724925,14925200
2021-07-27,365.8031921386719,371.1140529618555,362.56096928832943,369.88082822906966,15705400
2021-07-28,371.24334716796875,375.4900387104836,364.9279873091085,372.5163621506923,29676900
2021-07-29,356.364990234375,363.5256883589651,354.79359381976496,359.03036069712124,33413200
2021-07-30,354.3559875488281,358.76184019359226,351.01433453677595,352.0685486668452,15976200
2021-08-02,350.0297546386719,357.43908884062074,348.8263346088208,356.14619384865114,13180400
2021-08-03,349.32354736328125,351.8397419111145,345.8028842369822,350.8054382333096,12406100
2021-08-04,356.961669921875,358.51315580384517,349.59209680698285,350.49713529664336,14180600
2021-08-05,360.9896240234375,361.91454262620294,354.952734874417,357.67780597598863,10247200
2021-08-06,361.5266418457031,363.15767796460426,359.4281385557844,359.4281385557844,8925000
2021-08-09,359.6369934082031,363.7842546907261,358.7817002505478,361.77528700448175,7798900
2021-08-10,359.1596374511719,362.1134339987709,357.08104437709414,359.85579995887605,7469900
2021-08-11,357.9959716796875,360.38287068900274,355.8577086161565,360.12430994411307,8400300
2021-08-12,360.67132568359375,361.0194221057003,355.1615441867664,356.4942596715252,7170700
2021-08-13,361.19842529296875,362.6703611056754,359.50771897202475,360.98957958442526,7195700
2021-08-16,364.5600280761719,364.94791478539133,355.4301218946145,360.5420620177526,11222100
2021-08-17,356.4942932128906,362.6803578340216,353.13272978502164,360.9995761200871,12328700
2021-08-18,353.5106201171875,357.89653174325144,353.21223875450477,354.30624304886953,10042400
2021-08-19,353.1824035644531,355.61904811260365,349.08488780029035,349.43298421446457,12004500
2021-08-20,357.4092102050781,358.02582252156475,351.3822770423487,352.6652470773066,8697700
2021-08-23,361.3675231933594,363.6947522196447,357.1407117229497,357.478852998454,10942000
2021-08-24,363.5157165527344,365.9523306688668,359.8657274271384,361.675804439855,9235100
2021-08-25,366.38006591796875,368.8365603750457,363.4063588232145,363.60527975668884,9684500
2021-08-26,362.3918762207031,367.4242654417327,362.1432402696599,366.37005143739486,7888700
2021-08-27,370.5968933105469,371.700822456131,362.0935248696897,363.10797905868134,11219100
2021-08-30,378.58306884765625,379.40852689580356,368.4983795531824,370.5272575229769,13547300
2021-08-31,377.3100280761719,380.67159094405554,376.7331756811143,377.8769253209833,12345400
2021-09-01,379.9654846191406,382.2330434956928,376.74317209748,377.5189151249565,11567200
2021-09-02,373.2323913574219,379.6670908765631,372.0190467226342,379.4184549296892,14832900
2021-09-03,374.20709228515625,375.10217571240537,371.0742547631782,372.7053213048475,7509600
2021-09-07,380.0947265625,380.8704694805429,371.1139976320134,373.82911302069704,10793800
2021-09-08,375.50994873046875,378.7919314698573,372.74511789424156,378.0858137970451,11067200
2021-09-09,375.93756103515625,377.7575628571262,374.51537066787756,375.5795398312547,9098900
2021-09-10,376.6238098144531,381.6959894769733,376.1961632468094,379.27922487500285,11549600
2021-09-13,374.4557800292969,379.66718100049604,372.3075612962417,379.5975556345877,13026300
2021-09-14,374.4755859375,376.5243437928771,373.0633203487982,375.3408342107525,8711600
2021-09-15,371.8798828125,375.5000069658303,365.6639831973078,374.9430647883949,17940300
2021-09-16,371.0245666503906,371.52183862953405,367.6928383199152,370.7560507080394,11934200
2021-09-17,362.73004150390625,369.38354242272226,359.61711433443367,369.38354242272226,26299000
2021-09-20,353.7592468261719,359.0601520010102,347.89141404195493,357.339580276182,19822800
2021-09-21,355.529541015625,358.07557080480603,353.2520271354739,356.5439648008072,11751900
2021-09-22,341.3373718261719,347.93120212901175,338.8311323565375,345.3354573587906,43692900
2021-09-23,344.0723876953125,347.76216729429154,341.12854634758054,343.47565530495694,21806300
2021-09-24,351.0341796875,352.41661017163597,340.50196423146525,341.3672125023388,18801900
2021-09-27,351.6507873535156,353.2122284211069,345.1862525817471,347.90136811227455,15205800
2021-09-28,338.7913513183594,347.6925307819273,337.0708099085149,346.0714194747262,21710300
2021-09-29,337.75701904296875,343.34638092047214,337.03102146421867,341.2777127360052,14452200
2021-09-30,337.5382385253906,340.9296062113735,336.3049835612375,338.59245253678273,16547100
